Ordinal Position, Country, New Cases, New Deaths, New Cases Ratio, New Deaths Ratio, Positive Tests Percentage, Population
1, Cuba, +9747, +87, 861.1090398868322, 7.686107158115769, 20.41128306075011, 11_319_124
2, Georgia, +2654, +33, 666.6889398716411, 8.289651475419802, 8.344337546374899, 3_980_867
3, Libya, +4322, +39, 619.8838427749685, 5.5935839584043885, 28.08682089940213, 6_972_274
4, Malaysia, +17150, +160, 522.6388085249185, 4.8759305751595905, 12.716514414521296, 32_814_249
5, Kazakhstan, +7803, None, 410.262590140259, 0, 0, 19_019_526
6, Spain, +18646, +52, 398.63686118902643, 1.1117192310323596, 0, 46_774_400
7, Iran, +32511, +366, 381.7859842890329, 4.298042823960691, 0, 85_155_038
8, UK, +24381, +65, 357.11526794982086, 0.9520730247626578, 1.5296461881500574, 68_272_074
9, Lesotho, +695, +3, 321.66618455308065, 1.388487127567255, 11.807679238871899, 2_160_625
10, France, +19600, +18, 299.5569476326924, 0.2751033192545134, 3.242225688683474, 65_429_963
11, Mongolia, +992, +5, 297.42327109231695, 1.4991092292959523, 0, 3_335_314
12, Tunisia, +3316, +172, 277.4347028645886, 14.390461065352605, 23.964732239647322, 11_952_362
13, Thailand, +18027, +133, 257.5665183357657, 1.9002799655326363, 0, 69_989_687
14, Turkey, +20890, +96, 244.84155528231648, 1.1251694259024598, 8.315288348246982, 85_320_484
15, Iraq, +9394, +77, 228.03201934635885, 1.8691149126750726, 20.51674055954747, 41_195_969
16, Cyprus, +277, +1, 227.6331900696048, 0.8217804695653603, 0, 1_216_870
17, Portugal, +2306, +8, 226.8685344066399, 0.7870547594332694, 0, 10_164_477
18, Ireland, +1098, None, 219.71302037768228, 0, 0, 4_997_428
19, Eswatini, +241, +11, 205.42895013872848, 9.376425110066444, 25.638297872340427, 1_173_155
20, Israel, +1783, +4, 191.18593180355995, 0.4289084280506112, 73.22381930184805, 9_326_000 
21, Panama, +820, +10, 186.86737133896622, 2.278870382182515, 7.957302280446385, 4_388_139
22, Colombia, +9094, +275, 176.6875040958802, 5.342980385569282, 11.927808819285959, 51_469_401
23, Lebanon, +1147, +3, 168.86766355024608, 0.4416765393642007, 0, 6_792_301
24, Morocco, +6189, +48, 165.5540386679023, 1.2839867274291985, 17.334677758171583, 37_383_564
25, Kuwait, +707, +8, 162.9479050707452, 1.8438235368684042, 5.697018533440774, 4_338_810
26, Russia, +22804, +789, 156.189358817066, 5.4040257896274815, 4.5608, 146_002_264
27, Greece, +1603, +10, 154.61268076686733, 0.9645207783335453, 2.3443898443898443, 10_367_843
28, Denmark, +893, None, 153.5870839626018, 0, 0.4804071356329754, 5_814_291
29, UAE, +1519, +2, 151.60297944267592, 0.199608926191805, 0.5341012577223166, 10_019_592
30, South Africa, +8730, +178, 145.21678612230545, 2.9608920881753, 22.83308050426322, 60_117_017
31, Mexico, +18809, +450, 144.2432974681923, 3.45098005532918, 38.4697195917616, 130_397_740
32, Kyrgyzstan, +954, +10, 143.6649624648932, 1.5059220384160712, 0, 6_640_450
33, Namibia, +363, +13, 140.12279079821738, 5.018171571286023, 19.36, 2_590_585
34, Netherlands, +2304, +2, 134.1411299760013, 0.1164419531041678, 0.7818173180679882, 17_175_940
35, Argentina, +6083, +51, 133.2693196586991, 1.1173327803047268, 11.126150019205092, 45_644_414
36, Sri Lanka, +2537, +67, 117.94257567989688, 3.114762542590891, 0, 21_510_468
37, Jamaica, +342, +6, 114.95172363723387, 2.0166969059163837, 13.260953858084529, 2_975_162
38, Indonesia, +30738, +1604, 111.10727234726075, 5.797906983050499, 17.231849040526072, 276_651_558
39, Belarus, +958, +10, 101.41907303178981, 1.0586542070124196, 5.2692371156702045, 9_445_955
40, Jordan, +1041, +16, 100.94358494790545, 1.5514864161061357, 4.1693367510413335, 10_312_691
41, Japan, +12230, +8, 97.0198292903182, 0.06346350239759163, 13.463232056362836, 126_056_705
42, Brazil, +20503, +449, 95.7213620294053, 2.0962245306151774, 0, 214_194_612
43, Estonia, +127, None, 95.66840577264666, 0, 5.662059741417744, 1_327_502
44, Finland, +519, None, 93.51277215099556, 0, 20.038610038610038, 5_550_044
45, Bangladesh, +14844, +231, 89.17242135857788, 1.3876872361783543, 29.97032041834077, 166_464_023
46, Italy, +5316, +5, 88.06359874911257, 0.08282881748411641, 3.168793700562109, 60_365_464
47, Vietnam, +8620, None, 87.70319415847077, 0, 0, 98_286_044
48, Trinidad and Tobago, +119, +7, 84.73393544270989, 4.984349143688817, 25.869565217391305, 1_404_396
49, Philippines, +8641, +127, 77.73657786131534, 1.1425234797346426, 15.612126906121269, 111_157_453
50, Armenia, +229, +5, 77.1240346445205, 1.6839308874349455, 3.768306730294553, 2_969_243
51, Lithuania, +202, +1, 75.34378398862532, 0.37298902964666003, 2.488910793494332, 2_681_044
52, USA, +23636, +67, 70.95687580562368, 0.20113854624203698, 9.921546075414831, 333_103_730
53, Nepal, +1981, +18, 66.6944666890261, 0.6060072692591971, 23.577719590573672, 29_702_614
54, Bahrain, +117, None, 66.28230483401947, 0, 0.6944032286782599, 1_765_177
55, Azerbaijan, +671, +4, 65.53987569107453, 0.39069970605707616, 7.138297872340425, 10_238_042
56, Myanmar, +3480, +397, 63.498348449924116, 7.2439207858103085, 34.73053892215569, 54_804_575
57, Guatemala, +1142, +74, 62.49543392051861, 4.04961655877266, 17.50191570881226, 18_273_335
58, Chile, +1171, +80, 60.693286296295604, 4.146424341335311, 1.8107314055976498, 19_293_732
59, Mauritania, +282, +5, 58.979133935338794, 1.0457293250946595, 14.09295352323838, 4_781_352
60, Bolivia, +693, +15, 58.50517504866567, 1.2663457802741487, 11.884753901560623, 11_845_106
61, Peru, +1808, +85, 54.02141477005836, 2.539723592618894, 4.896411645226811, 33_468_209
62, Qatar, +151, None, 53.77866340433185, 0, 2.940031152647975, 2_807_805 
63, Timor-Leste, +68, None, 50.53695514845231, 0, 0, 1_345_550
64, Oman, +265, +14, 50.50890100255404, 2.668394769946251, 0, 5_246_600
65, Austria, +452, +1, 49.87846538086898, 0.11035058712581633, 0.1293505571803868, 9_062_027
